Timestamp,Image_Path,Object_Color,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Action_Planned,Action_Execution,Reward
2024-04-20 21:22:50,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M22_S50.png,BLUE,189,0,106,117,RUN,BLANCH,0
2024-04-20 21:22:59,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M22_S59.png,GREEN,187,58,84,92,RUN,CAMOUFLAGE,0
2024-04-20 21:23:06,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M23_S6.png,GREEN,69,85,49,59,APPROACH,FAILED,-10
2024-04-20 21:23:47,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M23_S47.png,GREEN,0,85,32,42,APPROACH,ABANDONED,0
2024-04-20 21:24:05,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M24_S5.png,GREEN,49,0,182,165,RUN,BLANCH,0
2024-04-20 21:24:34,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M24_S34.png,BLUE,28,0,106,108,RUN,BLANCH,0
2024-04-20 21:25:01,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M25_S1.png,GREEN,0,67,17,57,RUN,CAMOUFLAGE,0
2024-04-20 21:25:26,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M25_S26.png,GREEN,0,72,48,59,APPROACH,FAILED,-10
2024-04-20 21:25:55,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M25_S55.png,BLUE,158,40,65,82,APPROACH,SUCCESS,5
2024-04-20 21:26:39,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M26_S39.png,BLUE,58,84,25,32,APPROACH,SUCCESS,5
2024-04-20 21:27:13,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D20_H21_M22_S28/Images/image_Y2024_M4_D20_H21_M27_S13.png,BLUE,119,0,84,37,APPROACH,SUCCESS,5
