Timestamp,Image_Path,Object_Color,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Action_Planned,Action_Execution,Reward
2024-04-21 12:24:11,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M24_S11.png,BLUE,10,72,21,30,RUN,CAMOUFLAGE,0
2024-04-21 12:24:18,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M24_S18.png,BLUE,0,67,25,42,APPROACH,SUCCESS,5
2024-04-21 12:24:49,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M24_S49.png,BLUE,52,57,41,55,RUN,CAMOUFLAGE,0
2024-04-21 12:24:56,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M24_S56.png,GREEN,54,60,71,83,APPROACH,FAILED,-10
2024-04-21 12:25:19,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M25_S19.png,BLUE,16,75,28,37,APPROACH,SUCCESS,5
2024-04-21 12:25:44,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M25_S44.png,BLUE,133,72,36,46,APPROACH,SUCCESS,5
2024-04-21 12:26:42,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M26_S42.png,BLUE,22,74,27,37,APPROACH,SUCCESS,5
2024-04-21 12:27:39,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M27_S39.png,BLUE,137,55,50,65,RUN,CAMOUFLAGE,0
2024-04-21 12:28:06,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M28_S6.png,BLUE,0,48,12,31,APPROACH,SUCCESS,5
2024-04-21 12:28:33,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M28_S33.png,GREEN,32,84,41,46,RUN,CAMOUFLAGE,0
2024-04-21 12:28:41,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M28_S41.png,BLUE,21,0,91,104,RUN,BLANCH,0
2024-04-21 12:28:49,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M28_S49.png,GREEN,21,65,61,71,RUN,CAMOUFLAGE,0
2024-04-21 12:28:56,/home/cuttlebot/cuttlebot/RobotClass/Experiment_Results/RobotRuns_Y2024_M4_D21_H12_M23_S57/Images/image_Y2024_M4_D21_H12_M28_S56.png,BLUE,88,42,54,70,APPROACH,SUCCESS,5
